gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
1810024B03Rik	P1P2	chr2	-	CAGE, matched peaks	(127208244, 127208273)	(127208274, 127208289)
1810026J23Rik	P1P2	chr9	+	CAGE, matched peaks	(21592905, 21592963)	(21592905, 21592963)
1810030O07Rik	P1P2	chrX	-	CAGE, matched peaks	(12673540, 12673583)	(12673587, 12673598)
1810032O08Rik	P1P2	chr11	+	CAGE, matched peaks	(116671658, 116671694)	(116671658, 116671694)
1810033B17Rik	P1P2	chr8	+	CAGE, matched peaks	(3665747, 3665763)	(3665773, 3665784)
1810037I17Rik	P1P2	chr3	+	CAGE, matched peaks	(122924353, 122924402)	(122924420, 122924459)
1810041L15Rik	P1P2	chr15	-	CAGE, matched peaks	(84446537, 84446581)	(84446599, 84446628)
1810043G02Rik	P1P2	chr10	+	CAGE, matched peaks	(77978620, 77978671)	(77978611, 77978616)
1810043H04Rik	P1P2	chr11	+	CAGE, matched peaks	(120098910, 120098983)	(120098910, 120098983)
1810046K07Rik	P1P2	chr9	-	CAGE, matched peaks	(51328898, 51328923)	(51328898, 51328923)
1810049J17Rik	ENSMUST00000180521.1	chr15	-	Annotation	(12321898, 12321898)	(12321898, 12321898)
1810055G02Rik	P1P2	chr19	+	CAGE, matched peaks	(3708287, 3708395)	(3708287, 3708395)
1810062G17Rik	P1P2	chr3	+	CAGE, matched peaks	(36475932, 36475959)	(36475986, 36476021)
1810064F22Rik	P1P2	chr9	-	CAGE, matched peaks	(22213850, 22213866)	(22213850, 22213866)
1810065E05Rik	P1P2	chr11	+	CAGE, matched peaks	(58421103, 58421118)	(58421103, 58421118)
2010001E11Rik	P1P2	chr10	-	CAGE, matched peaks	(39926928, 39926944)	(39926875, 39926876)
2010002M12Rik	P1P2	chr19	-	CAGE, matched peaks	(34629809, 34629813)	(34629852, 34629870)
2010003K11Rik	P1P2	chr19	-	CAGE, matched peaks	(4498547, 4498572)	(4498574, 4498596)
2010005H15Rik	P1P2	chr16	+	CAGE, matched peaks	(36252872, 36252877)	(36252872, 36252877)
2010007H06Rik	ENSMUST00000050829.1	chr9	+	Annotation	(51280294, 51280294)	(51280294, 51280294)
2010012O05Rik	P1P2	chr19	+	CAGE, matched peaks	(46689902, 46689943)	(46689902, 46689943)
2010015L04Rik	P1P2	chr4	+	CAGE, matched peaks	(155409201, 155409266)	(155409270, 155409280)
2010016I18Rik	P1P2	chr3	-	CAGE, matched peaks	(106485928, 106485960)	(106485903, 106485926)
2010106E10Rik	P1P2	chrX	+	CAGE, matched peaks	(112495266, 112495281)	(112495266, 112495281)
2010107E04Rik	P1P2	chr12	-	CAGE, matched peaks	(111966954, 111967017)	(111966954, 111967017)
2010107G12Rik	P1P2	chr6	-	CAGE, matched peaks	(34948576, 34948614)	(34948576, 34948614)
2010107G23Rik	P1P2	chr10	-	CAGE, matched peaks	(62110976, 62111060)	(62110956, 62110969)
2010109A12Rik	P1P2	chr5	+	CAGE, matched peaks	(93206519, 93206545)	(93206519, 93206545)
2010109I03Rik	P1P2	chr15	-	CAGE, matched peaks	(74881694, 74881710)	(74881694, 74881710)
2010111I01Rik	ENSMUST00000021911.8	chr13	+	Annotation	(63015166, 63015166)	(63015166, 63015166)
2010111I01Rik	ENSMUST00000091560.4	chr13	+	Annotation	(63014933, 63014933)	(63014933, 63014933)
2010300C02Rik	P1P2	chr1	-	CAGE, matched peaks	(37719782, 37719899)	(37720219, 37720262)
2010315B03Rik	ENSMUST00000071300.6	chr9	-	Annotation	(124304717, 124304717)	(124304717, 124304717)
2010315B03Rik	ENSMUST00000177714.1	chr9	-	Annotation	(124311749, 124311749)	(124311749, 124311749)
2200002D01Rik	P1P2	chr7	-	CAGE, matched peaks	(29248375, 29248424)	(29248375, 29248424)
2200002J24Rik	P1P2	chr7	+	CAGE, matched peaks	(30698934, 30698947)	(30698949, 30698965)
2210010C04Rik	P1P2	chr6	-	CAGE, matched peaks	(41035501, 41035514)	(41035501, 41035514)
2210011C24Rik	P1P2	chr8	-	CAGE, matched peaks	(84011411, 84011444)	(84011476, 84011486)
2210016F16Rik	P1P2	chr13	-	CAGE, matched peaks	(58385190, 58385242)	(58385176, 58385188)
2210016L21Rik	P1P2	chr5	+	CAGE, matched peaks	(114942176, 114942212)	(114942176, 114942212)
2210018M11Rik	P1P2	chr7	-	CAGE, matched peaks	(98656530, 98656600)	(98656792, 98656813)
2210404O07Rik	P1P2	chr10	+	CAGE, matched peaks	(81393043, 81393058)	(81393610, 81393688)
2210404O09Rik	ENSMUST00000106026.2	chr17	-	Annotation	(21908091, 21908091)	(21908091, 21908091)
2210407C18Rik	P1P2	chr11	-	CAGE, matched peaks	(58613481, 58613495)	(58613481, 58613495)
2210408I21Rik	P1P2	chr13	+	CAGE, matched peaks	(77135513, 77135583)	(77135064, 77135114)
2210418O10Rik	ENSMUST00000099009.2	chr2	+	Annotation	(176226568, 176226568)	(176226568, 176226568)
2300002M23Rik	P1P2	chr17	+	CAGE, matched peaks	(35567527, 35567544)	(35567465, 35567490)
2300003K06Rik	P1P2	chr11	-	CAGE, matched peaks	(99838069, 99838073)	(99838069, 99838073)
2300005B03Rik	P1P2	chr15	-	CAGE, matched peaks	(74746684, 74746708)	(74746684, 74746708)
2300009A05Rik	P1P2	chr9	-	CAGE, matched peaks	(63399216, 63399262)	(63399264, 63399302)
2310001K24Rik	P1P2	chr2	+	CAGE, matched peaks	(163472263, 163472313)	(163472263, 163472313)
2310002J15Rik	P1	chr2	-	CAGE, matched peaks	(25239850, 25239870)	(25239850, 25239870)
2310002J15Rik	P2	chr2	-	CAGE, matched peaks	(25242478, 25242481)	(25242478, 25242481)
2310002L09Rik	P1P2	chr4	-	CAGE, matched peaks	(73950834, 73950853)	(73950814, 73950833)
2310003H01Rik	P1P2	chr11	-	CAGE, matched peaks	(120378692, 120378779)	(120378435, 120378481)
2310003L06Rik	P1P2	chr5	+	CAGE, matched peaks	(87969455, 87969461)	(87969455, 87969461)
2310005G13Rik	P1P2	chr16	-	CAGE, matched peaks	(57071348, 57071388)	(57071348, 57071388)
2310007B03Rik	P1P2	chr1	-	CAGE, matched peaks	(93160907, 93160955)	(93160841, 93160850)
2310007L24Rik	P1P2	chr11	+	CAGE, matched peaks	(106374835, 106374850)	(106374820, 106374832)
2310009B15Rik	P1P2	chr1	-	CAGE, matched peaks	(138856819, 138856848)	(138856819, 138856848)
2310011J03Rik	P1P2	chr10	-	CAGE, matched peaks	(80320506, 80320553)	(80320555, 80320560)
2310014L17Rik	P1P2	chr7	+	CAGE, matched peaks	(12927410, 12927439)	(12927387, 12927402)
2310015B20Rik	P1P2	chr10	+	CAGE, matched peaks	(70204653, 70204670)	(70204632, 70204639)
2310016G11Rik	P1P2	chr7	+	CAGE, matched peaks	(44676949, 44676969)	(44676949, 44676969)
2310022A10Rik	P1	chr7	+	CAGE, matched peaks	(27553244, 27553302)	(27553244, 27553302)
2310022A10Rik	P2	chr7	+	CAGE, matched peaks	(27560498, 27560516)	(27560498, 27560516)
2310022B05Rik	P1P2	chr8	-	CAGE, matched peaks	(124663143, 124663230)	(124663368, 124663383)
2310030G06Rik	P1P2	chr9	-	CAGE, matched peaks	(50746501, 50746597)	(50746603, 50746608)
2310033P09Rik	P1P2	chr11	+	CAGE, matched peaks	(59208357, 59208419)	(59208329, 59208355)
2310035C23Rik	P1P2	chr1	+	CAGE, matched peaks	(105663869, 105663920)	(105663855, 105663866)
2310036O22Rik	P1P2	chr8	+	CAGE, matched peaks	(85026851, 85026899)	(85026851, 85026899)
2310039H08Rik	P1P2	chr17	+	CAGE, matched peaks	(46772803, 46772828)	(46772604, 46772613)
2310042D19Rik	P1P2	chr4	+	CAGE, matched peaks	(156215920, 156215944)	(156215892, 156215903)
2310044G17Rik	P1P2	chr12	+	CAGE, matched peaks	(86947369, 86947430)	(86947431, 86947481)
2310045N01Rik	P1P2	chr8	+	CAGE, matched peaks	(70139687, 70139734)	(70139448, 70139499)
2310047M10Rik	P1P2	chr11	+	CAGE, matched peaks	(69059750, 69059809)	(69059708, 69059745)
2310050C09Rik	P1P2	chr3	-	CAGE, matched peaks	(92870215, 92870224)	(92870215, 92870224)
2310057J18Rik	P1P2	chr10	-	CAGE, matched peaks	(28986280, 28986313)	(28986280, 28986313)
2310057M21Rik	P1P2	chr7	-	CAGE, matched peaks	(131362687, 131362725)	(131362752, 131362766)
2310057N15Rik	P1P2	chr16	-	CAGE, matched peaks	(88774201, 88774206)	(88774201, 88774206)
2310061I04Rik	P1P2	chr17	-	CAGE, matched peaks	(35897342, 35897369)	(35897079, 35897141)
2310061N02Rik	P1P2	chr16	-	CAGE, matched peaks	(88707961, 88707965)	(88707961, 88707965)
2310067B10Rik	P1P2	chr11	+	CAGE, matched peaks	(115765420, 115765466)	(115765500, 115765533)
2310079G19Rik	P1P2	chr16	-	CAGE, matched peaks	(88627658, 88627667)	(88627658, 88627667)
2410002F23Rik	P1P2	chr7	+	CAGE, matched peaks	(44246777, 44246796)	(44246890, 44246936)
2410004B18Rik	P1P2	chr3	+	CAGE, matched peaks	(145938004, 145938063)	(145938967, 145938975)
2410004P03Rik	P1P2	chr12	-	CAGE, matched peaks	(17011512, 17011561)	(17011512, 17011561)
2410012M07Rik	P1P2	chr9	+	CAGE, matched peaks	(98864748, 98864798)	(98864883, 98864887)
2410015M20Rik	P1P2	chr17	-	CAGE, matched peaks	(56609689, 56609715)	(56609675, 56609686)
2410016O06Rik	P1P2	chr12	+	CAGE, matched peaks	(83950634, 83950705)	(83950344, 83950345)
2410017I17Rik	P1P2	chr17	+	CAGE, matched peaks	(36144933, 36144969)	(36145016, 36145021)
2410018M08Rik	P1P2	chr5	+	CAGE, matched peaks	(129895746, 129895800)	(129895717, 129895742)
2410066E13Rik	P1P2	chr6	+	CAGE, matched peaks	(54681687, 54681783)	(54681609, 54681618)
2410076I21Rik	P1P2	chr9	-	CAGE, matched peaks	(58741543, 58741580)	(58741582, 58741585)
2410089E03Rik	P1P2	chr15	+	CAGE, matched peaks	(8169031, 8169066)	(8169067, 8169105)
2410124H12Rik	P1P2	chr16	+	CAGE, matched peaks	(92478739, 92478783)	(92478739, 92478783)
2410127L17Rik	P1P2	chr19	+	CAGE, matched peaks	(18670812, 18670849)	(18670780, 18670810)
2410131K14Rik	P1P2	chr5	+	CAGE, matched peaks	(118245226, 118245289)	(118245329, 118245357)
2410137M14Rik	P1P2	chr17	-	CAGE, matched peaks	(36981207, 36981229)	(36981207, 36981229)
2410141K09Rik	ENSMUST00000091541.4	chr13	-	Annotation	(66433894, 66433894)	(66433894, 66433894)
2510002D24Rik	P1P2	chr16	+	CAGE, matched peaks	(18836573, 18836583)	(18836573, 18836583)
2510003E04Rik	P1P2	chr10	-	CAGE, matched peaks	(62578387, 62578450)	(62578197, 62578229)
2510009E07Rik	P1P2	chr16	-	CAGE, matched peaks	(21694570, 21694601)	(21694649, 21694678)
2510039O18Rik	P1P2	chr4	+	CAGE, matched peaks	(147940859, 147940920)	(147940926, 147940931)
2510046G10Rik	P1P2	chr7	-	CAGE, primary peaks	(126649556, 126649580)	(126649589, 126649598)
2510049J12Rik	P1P2	chr6	-	CAGE, matched peaks	(115592571, 115592599)	(115592543, 115592570)
2600006K01Rik	P1P2	chr2	-	CAGE, primary peaks	(29870188, 29870223)	(29870188, 29870223)
2610001J05Rik	P1P2	chr6	-	CAGE, matched peaks	(13871477, 13871487)	(13871477, 13871487)
2610002J02Rik	P1P2	chr4	+	CAGE, matched peaks	(155249960, 155250010)	(155250088, 155250123)
2610002M06Rik	P1P2	chrX	-	CAGE, matched peaks	(107816238, 107816337)	(107816379, 107816402)
2610008E11Rik	P1P2	chr10	-	CAGE, matched peaks	(79097560, 79097614)	(79097560, 79097614)
2610015P09Rik	P1P2	chr16	+	CAGE, matched peaks	(43889896, 43889930)	(43889865, 43889878)
2610018G03Rik	P1P2	chrX	+	CAGE, matched peaks	(50841389, 50841421)	(50841434, 50841449)
2610020H08Rik	P1P2	chr7	+	CAGE, matched peaks	(119794102, 119794157)	(119794021, 119794045)
2610021A01Rik	P1P2	chr7	+	CAGE, primary peaks	(41599269, 41599318)	(41599250, 41599266)
2610028H24Rik	P1P2	chr10	+	CAGE, matched peaks	(76449121, 76449135)	(76449074, 76449093)
2610034B18Rik	P1P2	chr7	-	CAGE, matched peaks	(79935258, 79935371)	(79935241, 79935255)
2610034M16Rik	P1P2	chr17	-	CAGE, matched peaks	(58991343, 58991354)	(58991343, 58991354)
2610042L04Rik	ENSMUST00000112778.3	chr14	+	Annotation	(4339562, 4339562)	(4339562, 4339562)
2610042L04Rik	ENSMUST00000165466.1	chr14	+	Annotation	(4334762, 4334762)	(4334762, 4334762)
2610044O15Rik8	ENSMUST00000079272.6	chr8	-	Annotation	(129221949, 129221949)	(129221949, 129221949)
2610203C22Rik	P1P2	chr1	-	CAGE, matched peaks	(9631101, 9631116)	(9631101, 9631116)
2610301B20Rik	P1P2	chr4	+	CAGE, matched peaks	(10874538, 10874607)	(10874499, 10874526)
2610303G11Rik	ENSMUST00000061643.2	chr9	-	Annotation	(98187151, 98187151)	(98187151, 98187151)
2610305D13Rik	ENSMUST00000105720.1,ENSMUST00000037565.7	chr4	-	Annotation	(147642509, 147642509)	(147642509, 147642509)
2610318N02Rik	P1P2	chr16	-	CAGE, matched peaks	(17125130, 17125146)	(17125059, 17125060)
2610507B11Rik	P1P2	chr11	+	CAGE, matched peaks	(78261717, 78261803)	(78262477, 78262480)
2610524H06Rik	P1P2	chr5	-	CAGE, matched peaks	(114823461, 114823475)	(114823478, 114823489)
2610528A11Rik	P1P2	chr14	-	CAGE, matched peaks	(37110087, 37110106)	(37110087, 37110106)
2610528J11Rik	P1P2	chr4	+	CAGE, matched peaks	(118527267, 118527303)	(118527229, 118527247)
2700029M09Rik	P1P2	chr8	+	CAGE, matched peaks	(60890410, 60890483)	(60890301, 60890304)
2700046A07Rik	P1P2	chr18	-	CAGE, matched peaks	(62756303, 62756319)	(62756337, 62756340)
2700049A03Rik	P1P2	chr12	+	CAGE, matched peaks	(71137170, 71137221)	(71137170, 71137221)
2700050L05Rik	P1P2	chr7	+	CAGE, matched peaks	(133637686, 133637742)	(133637667, 133637676)
2700060E02Rik	P1P2	chr14	-	CAGE, matched peaks	(19823807, 19823832)	(19823771, 19823797)
2700062C07Rik	P1P2	chr18	+	CAGE, matched peaks	(24470844, 24470922)	(24470800, 24470813)
2700073G19Rik	P1P2	chr12	-	CAGE, primary peaks	(87443800, 87443850)	(87443800, 87443850)
2700081O15Rik	P1P2	chr19	+	CAGE, matched peaks	(7417586, 7417650)	(7417586, 7417650)
2700089E24Rik	P1P2	chr6	+	CAGE, matched peaks	(133105240, 133105319)	(133105199, 133105208)
2700094K13Rik	P1P2	chr2	-	CAGE, matched peaks	(84670659, 84670726)	(84670727, 84670742)
2700097O09Rik	P1P2	chr12	-	CAGE, matched peaks	(55080098, 55080121)	(55080437, 55080469)
2810004N23Rik	P1P2	chr8	-	CAGE, matched peaks	(124862972, 124863006)	(124863008, 124863019)
2810006K23Rik	P1P2	chr5	+	CAGE, matched peaks	(124328131, 124328188)	(124328195, 124328209)
2810007J24Rik	P1P2	chr7	-	CAGE, matched peaks	(14438538, 14438558)	(14438538, 14438558)
2810021J22Rik	P1P2	chr11	+	CAGE, matched peaks	(58867230, 58867275)	(58867204, 58867229)
2810025M15Rik	P1P2	chr1	+	CAGE, matched peaks	(157412701, 157412774)	(157412335, 157412353)
2810032G03Rik	P1	chr12	+	CAGE, primary peaks	(5411640, 5411649)	(5411640, 5411649)
2810032G03Rik	P2	chr12	+	CAGE, primary peaks	(5375833, 5375852)	(5375833, 5375852)
2810403A07Rik	P1P2	chr3	+	CAGE, matched peaks	(88685802, 88685852)	(88685785, 88685796)
2810407A14Rik	P1P2	chr16	+	CAGE, primary peaks	(87784478, 87784493)	(87784478, 87784493)
2810408A11Rik	P1P2	chr11	-	CAGE, matched peaks	(69900896, 69900929)	(69900949, 69901001)
2810408M09Rik	P1P2	chr2	-	CAGE, matched peaks	(165493298, 165493330)	(165493298, 165493330)
2810417H13Rik	P1P2	chr9	+	CAGE, matched peaks	(65890291, 65890343)	(65890344, 65890358)
2810428I15Rik	P1P2	chr8	-	CAGE, matched peaks	(70506710, 70506766)	(70506346, 70506376)
2810459M11Rik	P1P2	chr1	+	CAGE, matched peaks	(86045920, 86045968)	(86046236, 86046268)
2810474O19Rik	P1P2	chr6	+	CAGE, matched peaks	(149309391, 149309438)	(149309444, 149309482)
2900011O08Rik	P1P2	chr16	+	CAGE, matched peaks	(13986596, 13986665)	(13986596, 13986665)
2900026A02Rik	P1P2	chr5	-	CAGE, matched peaks	(113163288, 113163308)	(113163319, 113163333)
2900055J20Rik	P1P2	chr18	+	CAGE, matched peaks	(40256960, 40257018)	(40256870, 40256882)
2900060B14Rik	P1P2	chr1	-	CAGE, matched peaks	(118459263, 118459267)	(118459263, 118459267)
2900092C05Rik	P1P2	chr7	+	CAGE, matched peaks	(12512488, 12512512)	(12512522, 12512540)
2900097C17Rik	P1P2	chr2	-	CAGE, matched peaks	(156392961, 156392993)	(156392994, 156393003)
3010026O09Rik	P1P2	chr11	+	CAGE, matched peaks	(50174839, 50174884)	(50174813, 50174822)
3100002H09Rik	ENSMUST00000053604.2	chr4	-	Annotation	(124610802, 124610802)	(124610802, 124610802)
3110001I22Rik	P1P2	chr16	+	CAGE, matched peaks	(13671980, 13672032)	(13671858, 13671918)
3110002H16Rik	P1P2	chr18	+	CAGE, matched peaks	(12168711, 12168791)	(12168711, 12168791)
3110007F17Rik	P1P2	chrX	+	CAGE, matched peaks	(123103546, 123103572)	(123103516, 123103534)
3110009E18Rik	P1P2	chr1	+	CAGE, matched peaks	(120121161, 120121183)	(120121248, 120121296)
3110018I06Rik	ENSMUST00000082269.2	chr12	+	Annotation	(107488631, 107488631)	(107488631, 107488631)
3110021A11Rik	P1P2	chr6	+	CAGE, matched peaks	(119848227, 119848259)	(119848210, 119848221)
3110021N24Rik	ENSMUST00000178992.1	chr4	+	Annotation	(108719648, 108719648)	(108719648, 108719648)
3110035E14Rik	P1P2	chr1	+	CAGE, matched peaks	(9601163, 9601256)	(9601263, 9601310)
3110039M20Rik	P1P2	chr12	+	CAGE, matched peaks	(49389859, 49389894)	(49389859, 49389894)
3110040N11Rik	P1P2	chr7	-	CAGE, matched peaks	(81789426, 81789490)	(81789426, 81789490)
3110043O21Rik	P1P2	chr4	-	CAGE, matched peaks	(35225789, 35225857)	(35226128, 35226157)
3110047P20Rik	P1P2	chr5	+	CAGE, matched peaks	(63649335, 63649350)	(63649141, 63649190)
3110052M02Rik	P1P2	chr17	+	CAGE, matched peaks	(21650807, 21650827)	(21650807, 21650827)
3110057O12Rik	P1P2	chr3	+	CAGE, matched peaks	(40894123, 40894148)	(40894123, 40894148)
3110062M04Rik	P1P2	chr6	-	CAGE, matched peaks	(34878006, 34878078)	(34877994, 34878005)
3110070M22Rik	P1P2	chr13	-	CAGE, matched peaks	(119488334, 119488389)	(119488402, 119488411)
3110079O15Rik	P1P2	chr1	+	CAGE, matched peaks	(87470258, 87470281)	(87470308, 87470330)
3110082I17Rik	P1P2	chr5	-	CAGE, matched peaks	(139460501, 139460549)	(139460490, 139460500)
3110082J24Rik	ENSMUST00000127749.3	chr5	-	Annotation	(30105358, 30105358)	(30105358, 30105358)
3222401L13Rik	ENSMUST00000097608.2	chr18	+	CAGE, robust peak	(37655891, 37655915)	(37655934, 37655944)
3300002I08Rik	P1P2	chr2	-	CAGE, matched peaks	(150362708, 150362753)	(150362766, 150362775)
3425401B19Rik	P1P2	chr14	-	CAGE, matched peaks	(32685246, 32685312)	(32685246, 32685312)
3632451O06Rik	P1P2	chr14	-	CAGE, matched peaks	(49783327, 49783394)	(49783314, 49783315)
3830403N18Rik	P1P2	chrX	+	CAGE, matched peaks	(56136557, 56136587)	(56136557, 56136587)
3830406C13Rik	P1P2	chr14	+	CAGE, matched peaks	(12284198, 12284239)	(12284242, 12284271)
3830408C21Rik	P1P2	chr13	+	CAGE, matched peaks	(107022457, 107022473)	(107022415, 107022425)
3830417A13Rik	P1P2	chrX	+	CAGE, matched peaks	(64173545, 64173558)	(64174318, 64174324)
3930402G23Rik	P1P2	chr8	-	CAGE, matched peaks	(10928286, 10928309)	(10928449, 10928464)
4430402I18Rik	P1	chr19	-	CAGE, matched peaks	(28967794, 28967852)	(28967794, 28967852)
4430402I18Rik	P2	chr19	-	CAGE, matched peaks	(28963863, 28963893)	(28963863, 28963893)
4632404H12Rik	P1P2	chr3	-	CAGE, primary peaks	(89773221, 89773279)	(89773282, 89773295)
4632415L05Rik	P1P2	chr3	+	CAGE, matched peaks	(19894855, 19894894)	(19894855, 19894894)
4632428N05Rik	P1P2	chr10	+	CAGE, matched peaks	(60346896, 60346916)	(60346896, 60346916)
4632433K11Rik	ENSMUST00000076791.3	chr7	+	Annotation	(5034117, 5034117)	(5034117, 5034117)
4632434I11Rik	P1P2	chr7	-	CAGE, matched peaks	(92874196, 92874244)	(92874146, 92874162)
4731417B20Rik	ENSMUST00000053319.2	chr5	-	Annotation	(136615327, 136615327)	(136615327, 136615327)
4732440D04Rik	ENSMUST00000097832.1	chr1	-	Annotation	(6215291, 6215291)	(6215291, 6215291)
4732456N10Rik	P1P2	chr15	-	CAGE, matched peaks	(101562889, 101562892)	(101562847, 101562864)
4732465J04Rik	ENSMUST00000084674.4	chr10	+	Annotation	(95792570, 95792570)	(95792570, 95792570)
4732471J01Rik	P1P2	chr7	+	CAGE, matched peaks	(25376796, 25376834)	(25376776, 25376790)
4833403I15Rik	P1P2	chr18	+	CAGE, matched peaks	(46850034, 46850059)	(46850062, 46850073)
4833413E03Rik	ENSMUST00000013706.7	chr17	+	Annotation	(31557125, 31557125)	(31557125, 31557125)
4833420G17Rik	P1P2	chr13	+	CAGE, matched peaks	(119462752, 119462810)	(119462752, 119462810)
4833423E24Rik	P1P2	chr2	-	CAGE, matched peaks	(85519018, 85519033)	(85519045, 85519056)
4833424O15Rik	P1P2	chr3	+	CAGE, matched peaks	(117575519, 117575534)	(117575519, 117575534)
4833427G06Rik	P1P2	chr9	-	CAGE, matched peaks	(51101950, 51101967)	(51102062, 51102085)
4833439L19Rik	P1P2	chr13	-	CAGE, matched peaks	(54565299, 54565362)	(54565368, 54565386)
4921501E09Rik	P1P2	chr17	-	CAGE, matched peaks	(33068035, 33068043)	(33068012, 33068016)
4921504E06Rik	P1P2	chr2	-	CAGE, matched peaks	(19553908, 19553922)	(19553908, 19553922)
4921507P07Rik	P1P2	chr6	-	CAGE, matched peaks	(50596578, 50596612)	(50596724, 50596764)
4921508M14Rik	P1P2	chr12	-	CAGE, matched peaks	(34874802, 34874828)	(34874802, 34874828)
4921509C19Rik	ENSMUST00000080132.2	chr2	-	Annotation	(151476152, 151476152)	(151476152, 151476152)
4921511C20Rik	ENSMUST00000051530.3	chrX	+	Annotation	(127394292, 127394292)	(127394292, 127394292)
4921511H03Rik	P1P2	chr5	+	CAGE, matched peaks	(7304128, 7304152)	(7304113, 7304124)
4921511M17Rik	ENSMUST00000177994.1	chrX	-	Annotation	(154033826, 154033826)	(154033826, 154033826)
4921511M17Rik	ENSMUST00000179369.1	chrX	-	Annotation	(154032450, 154032450)	(154032450, 154032450)
4921513D11Rik	P1P2	chr17	+	CAGE, primary peaks	(79626669, 79626697)	(79626653, 79626656)
4921513I03Rik	P1P2	chr10	+	CAGE, matched peaks	(120765720, 120765734)	(120765720, 120765734)
4921514A10Rik	P1P2	chr4	+	CAGE, primary peaks	(141115659, 141115663)	(141115659, 141115663)
4921517D22Rik	P1P2	chr13	-	CAGE, matched peaks	(59694100, 59694108)	(59694100, 59694108)
4921522P10Rik	P1P2	chr8	+	CAGE, primary peaks	(8661794, 8661806)	(8661807, 8661817)
4921524J17Rik	P1P2	chr8	-	CAGE, matched peaks	(85432769, 85432836)	(85432843, 85432859)
4921524L21Rik	P1P2	chr18	+	CAGE, matched peaks	(6603627, 6603633)	(6603627, 6603633)
4921528I07Rik	ENSMUST00000072612.5	chr9	-	Annotation	(114317027, 114317027)	(114317027, 114317027)
4921530D09Rik	P1P2	chr2	-	CAGE, matched peaks	(25617672, 25617689)	(25617636, 25617658)
4921530L21Rik	P1P2	chr14	+	CAGE, matched peaks	(95881223, 95881241)	(95881223, 95881241)
4921536K21Rik	P1P2	chr11	-	CAGE, matched peaks	(3895110, 3895136)	(3895085, 3895104)
4921539E11Rik	P1P2	chr4	-	CAGE, matched peaks	(103290853, 103290870)	(103290853, 103290870)
4922501C03Rik	P1P2	chr9	-	CAGE, matched peaks	(87255463, 87255522)	(87255282, 87255301)
4922501L14Rik	ENSMUST00000051862.6	chr3	+	CAGE, robust peak	(154711085, 154711096)	(154711151, 154711162)
4922502B01Rik	P1P2	chr8	-	CAGE, primary peaks	(109251698, 109251713)	(109251686, 109251696)
4922502D21Rik	P1P2	chr6	-	CAGE, matched peaks	(129331738, 129331779)	(129331786, 129331791)
4922505E12Rik	P1P2	chr1	-	CAGE, matched peaks	(182749175, 182749189)	(182749175, 182749189)
4930402F06Rik	P1P2	chr2	-	CAGE, matched peaks	(35397174, 35397208)	(35397174, 35397208)
