gene	transcripts	position	strand	chromosome	cage peak ranges
ACTG1	all	79479831.25	-	chr17	[(79479822, 79479830)]
ACTG2	all	74120119.5	+	chr2	[(74120126, 74120142)]
ACTL6A	all	179280667.0	+	chr3	[(179280702, 179280769), (179280840, 179280845)]
ACTL6B	all	100254083.0	-	chr7	[(100253993, 100254078)]
ACTL7A	all	111624602.0	+	chr9	[(111624509, 111624511), (111624517, 111624520), (111624529, 111624534), (111624535, 111624567), (111624570, 111624573), (111624577, 111624580), (111624632, 111624634), (111624675, 111624683)]
ACTL7B	all	111619238.0	-	chr9	[]
ACTL8	all	18081807.0	+	chr1	[]
ACTN1	all	69446055.5	-	chr14	[(69445930, 69445948), (69445968, 69445984), (69445991, 69446029), (69446034, 69446048)]
ACTN2	all	236849780.0	+	chr1	[(236849565, 236849623), (236849791, 236849806)]
ACTN3	all	66314385.0	+	chr11	[(66314367, 66314384), (66314447, 66314478)]
ACTN4	all	39138309.0	+	chr19	[(39138271, 39138305), (39138320, 39138334)]
ACTR10	all	58666855.0	+	chr14	[(58666824, 58666902), (58666903, 58666926)]
ACTR1A	all	104262467.0	-	chr10	[(104262426, 104262437), (104262460, 104262489)]
ACTR1B	all	98280569.0	-	chr2	[(98280361, 98280372), (98280383, 98280514), (98280525, 98280536), (98280550, 98280555), (98280571, 98280573), (98280669, 98280674)]
ACTR2	all	65454886.0	+	chr2	[(65454863, 65454889), (65454896, 65454917), (65454926, 65454991)]
ACTR3	all	114647536.0	+	chr2	[(114647362, 114647363), (114647451, 114647467), (114647504, 114647557), (114647563, 114647578), (114647610, 114647612), (114647617, 114647739)]
ACTR3B	all	152456833.0	+	chr7	[(152456815, 152456828), (152456829, 152456900), (152456904, 152456915), (152456920, 152456929)]
ACTR3C	ENST00000252071.4	150000068.0	-	chr7	[]
ACTR3C	ENST00000539352.1	150020757.0	-	chr7	[(150020578, 150020682), (150020687, 150020708), (150020750, 150020791), (150020792, 150020820), (150020823, 150020845), (150020867, 150020868)]
ACTR5	all	37377084.0	+	chr20	[(37376915, 37376922), (37377090, 37377126)]
ACTR6	all	100593864.0	+	chr12	[]
ACTR8	all	53916228.0	-	chr3	[(53916169, 53916187), (53916202, 53916211), (53916409, 53916410)]
ACTRT1	all	127186381.0	-	chrX	[]
ACTRT2	all	2938045.0	+	chr1	[(2938028, 2938033), (2938044, 2938088), (2938213, 2938247)]
ACTRT3	all	169487682.0	-	chr3	[(169487527, 169487533), (169487603, 169487609), (169487617, 169487639)]
ACVR1	ENST00000263640.3	158731622.0	-	chr2	[(158731492, 158731519)]
ACVR1	ENST00000409283.2	158663507.0	-	chr2	[]
ACVR1	ENST00000410057.2	158694789.0	-	chr2	[(158694787, 158694802), (158694814, 158694820), (158694853, 158694860), (158694899, 158694906)]
ACVR1	ENST00000434821.1	158732373.0	-	chr2	[(158732295, 158732304), (158732313, 158732320), (158732327, 158732337), (158732340, 158732403), (158732414, 158732417), (158732561, 158732631)]
ACVR1B	all	52345450.0	+	chr12	[(52345363, 52345383), (52345387, 52345403), (52345448, 52345532), (52345550, 52345557)]
ACVR1C	all	158485516.0	-	chr2	[(158485364, 158485385), (158485387, 158485408), (158485425, 158485434), (158485504, 158485536), (158485651, 158485664)]
ACVR2A	all	148602134.5	+	chr2	[(148601918, 148601936), (148601940, 148601960), (148602058, 148602150), (148602170, 148602178), (148602293, 148602306)]
ACVR2B	all	38495341.0	+	chr3	[(38495324, 38495331), (38495333, 38495422), (38495435, 38495478), (38495494, 38495512)]
ACVRL1	all	52301201.0	+	chr12	[(52301037, 52301049), (52301058, 52301087), (52301092, 52301110), (52301138, 52301141), (52301175, 52301188), (52301235, 52301246), (52301264, 52301278), (52301280, 52301299), (52301367, 52301375)]
ACY1	all	52017477.0	+	chr3	[(52017257, 52017279), (52017283, 52017310), (52017352, 52017364), (52017454, 52017572)]
ACY3	all	67418129.0	-	chr11	[(67418104, 67418107), (67418120, 67418138), (67418140, 67418149), (67418152, 67418213)]
ACYP1	all	75530740.0	-	chr14	[(75530556, 75530561), (75530693, 75530761)]
ACYP2	all	54342640.0	+	chr2	[(54342533, 54342547), (54342574, 54342631), (54342717, 54342728), (54342736, 54342786), (54342789, 54342821)]
ADA	all	43280382.0	-	chr20	[(43280296, 43280307), (43280325, 43280348), (43280361, 43280392), (43280577, 43280608)]
ADAD1	all	123300167.0	+	chr4	[(123300163, 123300176), (123300177, 123300187)]
ADAD2	all	84224784.0	+	chr16	[(84224721, 84224724), (84224728, 84224733), (84224740, 84224746), (84224751, 84224756), (84224757, 84224776), (84224780, 84224791), (84224794, 84224831), (84224872, 84224873), (84224968, 84224977)]
ADAL	ENST00000422466.2	43622871.0	+	chr15	[(43622821, 43622830), (43622843, 43622922), (43622930, 43622936), (43623016, 43623018)]
ADAL	ENST00000562188.1	43627289.0	+	chr15	[]
ADAM10	all	59042176.0	-	chr15	[(59041954, 59042006), (59042019, 59042022)]
ADAM11	all	42836398.0	+	chr17	[(42836329, 42836389), (42836521, 42836578), (42836588, 42836593)]
ADAM12	all	128077023.0	-	chr10	[(128076844, 128076856), (128076861, 128076899), (128076939, 128076955), (128076983, 128076990), (128077034, 128077055), (128077058, 128077071)]
ADAM15	all	155023771.625	+	chr1	[(155023757, 155023833)]
ADAM17	all	9695916.0	-	chr2	[(9695712, 9695737), (9695750, 9695775), (9695787, 9695813), (9695820, 9695831), (9695847, 9695966), (9695971, 9695995), (9696053, 9696062)]
ADAM18	all	39442096.0	+	chr8	[(39442003, 39442004), (39442081, 39442092), (39442097, 39442117)]
ADAM19	all	157002782.0	-	chr5	[(157002583, 157002584), (157002755, 157002766), (157002775, 157002790)]
ADAM2	all	39695807.0	-	chr8	[(39695719, 39695751), (39695764, 39695778)]
ADAM20	all	71001731.0	-	chr14	[]
ADAM21	ENST00000267499.3	70924216.0	+	chr14	[]
ADAM21	ENST00000603540.1	70918873.0	+	chr14	[]
ADAM22	ENST00000398201.4,ENST00000265727.7,ENST00000315984.7,ENST00000398209.3	87563699.25	+	chr7	[(87563531, 87563544), (87563557, 87563641), (87563700, 87563720)]
ADAM22	ENST00000398204.4,ENST00000398201.4	87563559.0	+	chr7	[(87563480, 87563489), (87563531, 87563544), (87563557, 87563641), (87563700, 87563720)]
ADAM22	ENST00000398204.4,ENST00000398201.4,ENST00000265727.7,ENST00000315984.7	87563630.0	+	chr7	[(87563480, 87563489), (87563531, 87563544), (87563557, 87563641), (87563700, 87563720)]
ADAM22	all	87563650.8	+	chr7	[(87563480, 87563489), (87563531, 87563544), (87563557, 87563641), (87563700, 87563720)]
ADAM23	ENST00000264377.3	207308262.0	+	chr2	[(207308138, 207308146), (207308220, 207308267), (207308275, 207308295), (207308311, 207308331), (207308358, 207308369)]
ADAM23	ENST00000374415.3	207308590.0	+	chr2	[(207308466, 207308467), (207308488, 207308491), (207308524, 207308540), (207308542, 207308553), (207308554, 207308568), (207308576, 207308583)]
ADAM28	all	24151552.0	+	chr8	[(24151523, 24151537), (24151557, 24151590), (24151592, 24151611), (24151620, 24151647), (24151652, 24151664), (24151680, 24151685), (24151718, 24151741)]
ADAM29	all	175839533.25	+	chr4	[(175839506, 175839512), (175839518, 175839528), (175839535, 175839541), (175839551, 175839567), (175839570, 175839577), (175839581, 175839589)]
ADAM30	all	120439117.0	-	chr1	[(120439112, 120439125), (120439126, 120439143)]
ADAM32	all	38965167.0	+	chr8	[(38965047, 38965069), (38965075, 38965107), (38965122, 38965137), (38965241, 38965290)]
ADAM33	all	3662820.5	-	chr20	[(3662629, 3662640), (3662645, 3662664), (3662666, 3662699), (3662829, 3662833), (3662855, 3662860), (3662866, 3662896), (3662898, 3662899), (3662910, 3662919)]
ADAM7	all	24298538.0	+	chr8	[(24298438, 24298450), (24298494, 24298504), (24298531, 24298551), (24298569, 24298574), (24298606, 24298612)]
ADAM8	all	135090371.0	-	chr10	[(135090270, 135090274), (135090338, 135090354), (135090360, 135090384)]
ADAM9	all	38854504.0	+	chr8	[(38854297, 38854313), (38854330, 38854342), (38854368, 38854375), (38854418, 38854514)]
ADAMDEC1	all	24241797.0	+	chr8	[(24241955, 24241966), (24241969, 24241999)]
ADAMTS1	all	28217727.0	-	chr21	[(28217721, 28217735)]
ADAMTS10	ENST00000270328.4	8673182.0	-	chr19	[]
ADAMTS10	ENST00000597188.1	8675584.0	-	chr19	[(8675404, 8675421), (8675559, 8675612), (8675642, 8675653), (8675668, 8675677), (8675740, 8675773)]
ADAMTS12	all	33892296.0	-	chr5	[(33892081, 33892101), (33892102, 33892117), (33892118, 33892144), (33892167, 33892190), (33892204, 33892218), (33892266, 33892322)]
ADAMTS13	ENST00000355699.2	136287443.0	+	chr9	[(136287339, 136287351), (136287467, 136287470), (136287478, 136287514), (136287524, 136287533), (136287535, 136287540)]
ADAMTS13	ENST00000371929.3	136287119.0	+	chr9	[(136287128, 136287129)]
ADAMTS13	all	136287281.0	+	chr9	[(136287339, 136287351), (136287467, 136287470), (136287478, 136287514)]
ADAMTS14	all	72432558.0	+	chr10	[(72432360, 72432365)]
ADAMTS15	all	130318868.0	+	chr11	[(130318738, 130318783)]
ADAMTS16	all	5140442.0	+	chr5	[(5140349, 5140352), (5140408, 5140419), (5140436, 5140450), (5140462, 5140482), (5140639, 5140656)]
ADAMTS17	all	100882209.0	-	chr15	[(100882172, 100882186), (100882191, 100882213)]
ADAMTS18	all	77469010.0	-	chr16	[(77468905, 77468944), (77468945, 77468961), (77468984, 77468990), (77469005, 77469041), (77469042, 77469068), (77469081, 77469088), (77469168, 77469171)]
ADAMTS19	all	128795957.0	+	chr5	[(128795795, 128795800), (128795806, 128795811), (128795956, 128795964), (128795972, 128796012), (128796016, 128796040), (128796055, 128796061), (128796079, 128796090), (128796114, 128796119), (128796137, 128796142)]
ADAMTS2	all	178772430.0	-	chr5	[(178772230, 178772240), (178772336, 178772347), (178772376, 178772381), (178772398, 178772420), (178772424, 178772486), (178772496, 178772507)]
ADAMTS20	all	43945723.0	-	chr12	[]
ADAMTS3	all	73434515.0	-	chr4	[(73434498, 73434509), (73434519, 73434532), (73434712, 73434736)]
ADAMTS4	all	161168845.0	-	chr1	[(161168834, 161168851), (161168923, 161168932), (161168936, 161168942)]
ADAMTS5	all	28338831.0	-	chr21	[(28338676, 28338689), (28338710, 28338729), (28338732, 28338751), (28338795, 28338805), (28338832, 28338868), (28338948, 28338976)]
ADAMTS6	all	64777746.0	-	chr5	[(64777584, 64777593), (64777604, 64777636), (64777653, 64777682), (64777685, 64777712), (64777733, 64777771), (64777789, 64777794)]
ADAMTS7	all	79103772.0	-	chr15	[(79103584, 79103593), (79103691, 79103702), (79103721, 79103737), (79103757, 79103815), (79103819, 79103830), (79103946, 79103984)]
ADAMTS8	all	130298887.0	-	chr11	[]
ADAMTS9	all	64673675.0	-	chr3	[(64673479, 64673488), (64673493, 64673513), (64673656, 64673667), (64673668, 64673684), (64673702, 64673713), (64673868, 64673912)]
ADAMTSL1	all	18473891.0	+	chr9	[(18473765, 18473772), (18473878, 18473896), (18473920, 18473937), (18473947, 18473956), (18473960, 18473965), (18473982, 18473995)]
ADAMTSL3	all	84322837.0	+	chr15	[(84322726, 84322735), (84322780, 84322785), (84322816, 84322819), (84322827, 84322861), (84322865, 84322888)]
ADAMTSL4	ENST00000271643.4	150521897.0	+	chr1	[(150521860, 150521871), (150521876, 150521901)]
ADAMTSL4	ENST00000369038.2	150524563.0	+	chr1	[(150524479, 150524490), (150524509, 150524519), (150524602, 150524604)]
ADAMTSL5	all	1513187.0	-	chr19	[(1512993, 1512999), (1513002, 1513032), (1513207, 1513218), (1513229, 1513255), (1513304, 1513307)]
ADAP1	all	994332.0	-	chr7	[(994135, 994142), (994226, 994246), (994302, 994329), (994344, 994353)]
ADAP2	ENST00000330889.3	29248697.0	+	chr17	[(29248734, 29248747), (29248750, 29248768), (29248798, 29248809), (29248896, 29248906)]
ADAP2	ENST00000580525.1	29248949.0	+	chr17	[(29248750, 29248768), (29248798, 29248809), (29248896, 29248906), (29249082, 29249083)]
ADAP2	all	29248823.0	+	chr17	[(29248734, 29248747), (29248750, 29248768), (29248798, 29248809), (29248896, 29248906)]
ADAR	ENST00000292205.5	154600473.0	-	chr1	[(154600382, 154600393), (154600421, 154600480), (154600632, 154600665)]
ADAR	ENST00000368474.4	154580681.0	-	chr1	[(154580584, 154580602), (154580616, 154580695), (154580760, 154580775)]
ADAR	ENST00000529168.1	154575101.0	-	chr1	[(154574964, 154574976), (154575008, 154575027), (154575055, 154575068), (154575074, 154575090), (154575093, 154575111)]
ADARB1	all	46494514.0	+	chr21	[(46494466, 46494543)]
ADARB2	all	1779669.0	-	chr10	[(1779501, 1779506), (1779648, 1779662), (1779663, 1779676), (1779683, 1779697), (1779710, 1779726)]
ADAT1	all	75657197.0	-	chr16	[(75657126, 75657131), (75657136, 75657145), (75657147, 75657199)]
ADAT2	all	143771809.0	-	chr6	[(143771799, 143771869), (143771943, 143771960)]
ADAT3	all	1905416.0	+	chr19	[(1905255, 1905293), (1905365, 1905411)]
ADC	all	33546740.0	+	chr1	[(33546746, 33546769)]
ADCK1	all	78266425.0	+	chr14	[(78266408, 78266424), (78266436, 78266487), (78266488, 78266493)]
ADCK2	all	140372952.0	+	chr7	[(140372703, 140372772), (140372885, 140372932), (140372935, 140372976)]
ADCK3	ENST00000366777.3	227127988.0	+	chr1	[(227127954, 227127965), (227127981, 227128012), (227128015, 227128032)]
ADCK3	ENST00000366779.1	227085236.0	+	chr1	[]
ADCK4	ENST00000243583.6	41220977.0	-	chr19	[(41220825, 41220831), (41220865, 41220870), (41220882, 41220908), (41220957, 41221029)]
ADCK4	ENST00000324464.3,ENST00000450541.1	41222789.0	-	chr19	[(41222752, 41222773), (41222775, 41222807), (41222819, 41222830)]
ADCK5	all	145597740.0	+	chr8	[(145597713, 145597775)]
ADCY1	all	45614120.0	+	chr7	[(45613934, 45613945), (45613958, 45614038), (45614065, 45614072), (45614077, 45614080), (45614101, 45614102), (45614118, 45614123), (45614215, 45614227), (45614245, 45614261), (45614264, 45614317)]
ADCY10	all	167883339.0	-	chr1	[(167883334, 167883352), (167883353, 167883377)]
ADCY2	all	7396320.0	+	chr5	[(7396141, 7396324), (7396325, 7396367), (7396370, 7396403), (7396406, 7396425), (7396434, 7396441), (7396503, 7396522)]
ADCY3	all	25142707.0	-	chr2	[(25142760, 25142783), (25142860, 25142863)]
ADCY4	ENST00000310677.4,ENST00000554068.2	24804276.0	-	chr14	[(24804159, 24804161), (24804269, 24804292), (24804295, 24804306)]
ADCY4	ENST00000418030.2	24803952.0	-	chr14	[]
ADCY4	all	24804168.0	-	chr14	[(24804159, 24804161), (24804269, 24804292), (24804295, 24804306)]
ADCY5	all	123168604.0	-	chr3	[(123168418, 123168429), (123168479, 123168486), (123168546, 123168549), (123168551, 123168642)]
ADCY6	all	49177911.0	-	chr12	[(49178019, 49178022)]
ADCY7	ENST00000254235.3	50321822.0	+	chr16	[]
ADCY7	ENST00000394697.2	50300426.0	+	chr16	[(50300391, 50300394), (50300440, 50300485), (50300495, 50300506)]
ADCY8	all	132054671.0	-	chr8	[(132054651, 132054662), (132054666, 132054675), (132054689, 132054696)]
ADCY9	all	4166185.0	-	chr16	[(4166362, 4166373), (4166382, 4166399)]
ADCYAP1	ENST00000450565.3	904943.0	+	chr18	[(904865, 904877), (904883, 904894), (904920, 904921), (904929, 904936), (904938, 904986), (904994, 905011), (905092, 905103), (905104, 905118)]
ADCYAP1	ENST00000579794.1	905109.0	+	chr18	[(904920, 904921), (904929, 904936), (904938, 904986), (904994, 905011), (905092, 905103), (905104, 905118), (905208, 905230), (905246, 905261)]
ADCYAP1	all	905026.0	+	chr18	[(904865, 904877), (904883, 904894), (904920, 904921), (904929, 904936), (904938, 904986), (904994, 905011), (905092, 905103), (905104, 905118), (905208, 905230)]
ADD1	ENST00000398129.1	2877622.0	+	chr4	[(2877607, 2877617), (2877663, 2877696), (2877717, 2877732)]
ADD1	ENST00000446856.1	2845583.0	+	chr4	[(2845547, 2845654), (2845655, 2845725)]
ADD2	ENST00000264436.4,ENST00000413157.2,ENST00000430656.1	70995326.3333	-	chr2	[(70995216, 70995227), (70995307, 70995339), (70995350, 70995375), (70995429, 70995438)]
ADD2	ENST00000407644.2	70994846.0	-	chr2	[(70994822, 70994860), (70994891, 70994896)]
ADD3	ENST00000356080.4,ENST00000277900.8	111767720.0	+	chr10	[(111767701, 111767712), (111767726, 111767752), (111767830, 111767837)]
ADD3	ENST00000360162.3	111765561.0	+	chr10	[(111765576, 111765583), (111765588, 111765603), (111765636, 111765647), (111765684, 111765732), (111765736, 111765747)]
ADH1A	all	100212184.0	-	chr4	[]
ADH1B	all	100242555.0	-	chr4	[(100242534, 100242546), (100242549, 100242564)]
ADH1C	all	100274183.0	-	chr4	[(100274163, 100274168), (100274171, 100274179), (100274188, 100274195), (100274288, 100274291)]
ADH4	all	100065447.0	-	chr4	[(100065264, 100065266), (100065410, 100065414), (100065421, 100065434), (100065440, 100065463)]
ADH5	all	100009901.0	-	chr4	[(100009856, 100009898)]
ADH6	all	100140402.0	-	chr4	[]
ADH7	all	100356893.0	-	chr4	[(100356753, 100356754)]
ADHFE1	all	67344720.0	+	chr8	[(67344710, 67344750)]
ADI1	all	3523506.0	-	chr2	[(3523272, 3523313), (3523318, 3523334), (3523340, 3523355), (3523640, 3523642)]
ADIPOQ	all	186560477.333	+	chr3	[(186560462, 186560473), (186560476, 186560505)]
ADIPOR1	all	202927607.5	-	chr1	[(202927388, 202927448), (202927458, 202927487), (202927490, 202927503)]
ADIPOR2	all	1800192.0	+	chr12	[(1800179, 1800250)]
ADIRF	all	88727948.0	+	chr10	[(88727947, 88727954), (88727975, 88728015), (88728058, 88728067)]
ADK	ENST00000286621.2	75910986.0	+	chr10	[(75910969, 75910989), (75910990, 75910995)]
ADK	ENST00000372734.3	75936443.0	+	chr10	[(75936300, 75936322), (75936500, 75936537), (75936542, 75936557)]
ADM	ENST00000278175.5	10326226.0	+	chr11	[(10325997, 10326040), (10326221, 10326243), (10326246, 10326260), (10326262, 10326273), (10326274, 10326285)]
ADM	ENST00000528655.1,ENST00000525063.1	10326632.0	+	chr11	[(10326437, 10326441), (10326560, 10326574), (10326612, 10326630), (10326814, 10326831)]
ADM2	all	50920068.0	+	chr22	[(50919944, 50919990), (50919995, 50920015)]
ADM5	all	50191920.0	+	chr19	[]
ADNP	ENST00000349014.3	49526327.0	-	chr20	[]
ADNP	ENST00000371602.4	49520852.0	-	chr20	[]
ADNP	ENST00000396029.3	49547749.0	-	chr20	[(49547554, 49547563), (49547574, 49547577), (49547593, 49547611), (49547674, 49547685), (49547691, 49547724), (49547731, 49547753), (49547766, 49547785), (49547910, 49547988)]
ADNP	ENST00000396029.3,ENST00000396032.3	49547853.0	-	chr20	[(49547674, 49547685), (49547691, 49547724), (49547731, 49547753), (49547766, 49547785), (49547910, 49547988)]
ADNP	ENST00000396032.3	49547957.0	-	chr20	[(49547766, 49547785), (49547910, 49547988)]
ADNP2	all	77866914.0	+	chr18	[(77866898, 77866941)]
ADO	all	64564515.0	+	chr10	[(64564453, 64564467), (64564469, 64564535), (64564589, 64564715)]
ADORA1	ENST00000309502.3	203059781.0	+	chr1	[]
ADORA1	ENST00000337894.4	203096835.0	+	chr1	[(203096649, 203096665), (203096808, 203096819), (203096831, 203096864), (203096870, 203096885), (203096891, 203096898)]
ADORA1	ENST00000367236.4	203096192.0	+	chr1	[(203096183, 203096192), (203096218, 203096226), (203096278, 203096287)]
ADORA2A	all	24823529.0	+	chr22	[(24823433, 24823459), (24823517, 24823546), (24823555, 24823580), (24823581, 24823601), (24823616, 24823627), (24823655, 24823659), (24823684, 24823687)]
ADORA2B	all	15848230.0	+	chr17	[(15848144, 15848169), (15848193, 15848208), (15848228, 15848255), (15848268, 15848270), (15848378, 15848383), (15848414, 15848452)]
ADORA3	all	112046381.0	-	chr1	[(112046217, 112046228), (112046243, 112046277), (112046289, 112046341), (112046374, 112046380), (112046391, 112046396), (112046476, 112046490), (112046517, 112046523)]
ADPRH	ENST00000465513.1	119300911.0	+	chr3	[]
ADPRH	ENST00000478399.1	119298114.0	+	chr3	[(119298262, 119298278), (119298302, 119298313)]
ADPRH	ENST00000478399.1,ENST00000478927.1	119298275.0	+	chr3	[(119298262, 119298278), (119298302, 119298313), (119298314, 119298392), (119298397, 119298409), (119298429, 119298454), (119298457, 119298464)]
ADPRH	ENST00000478927.1,ENST00000357003.3	119298479.0	+	chr3	[(119298302, 119298313), (119298314, 119298392), (119298397, 119298409), (119298429, 119298454), (119298457, 119298464), (119298494, 119298510), (119298575, 119298644), (119298649, 119298670), (119298671, 119298688)]
