gene	transcript	chromosome	strand	TSS source	primary TSS	secondary TSS
ADAMTS4	P1P2	chr1	-	CAGE, matched peaks	(161168834, 161168851)	(161168834, 161168851)
ADAMTS5	P1P2	chr21	-	CAGE, matched peaks	(28339400, 28339416)	(28339463, 28339474)
ADAMTS6	P1P2	chr5	-	CAGE, matched peaks	(64777653, 64777682)	(64777685, 64777712)
ADAMTS7	P1P2	chr15	-	CAGE, matched peaks	(79103757, 79103815)	(79103691, 79103702)
ADAMTS8	P1P2	chr11	-	CAGE, matched peaks	(130298500, 130298509)	(130298406, 130298423)
ADAMTS9	P1P2	chr3	-	CAGE, matched peaks	(64673668, 64673684)	(64673289, 64673335)
ADAMTSL1	P1P2	chr9	+	CAGE, matched peaks	(18474125, 18474160)	(18474163, 18474202)
ADAMTSL3	P1P2	chr15	+	CAGE, matched peaks	(84322865, 84322888)	(84322865, 84322888)
ADAMTSL4	P1P2	chr1	+	CAGE, matched peaks	(150521876, 150521901)	(150521860, 150521871)
ADAMTSL5	P1P2	chr19	-	CAGE, matched peaks	(1513002, 1513032)	(1513002, 1513032)
ADAP1	P1P2	chr7	-	CAGE, matched peaks	(994302, 994329)	(994226, 994246)
ADAP2	P1P2	chr17	+	CAGE, matched peaks	(29248955, 29248978)	(29248955, 29248978)
ADAR	P1	chr1	-	CAGE, matched peaks	(154580616, 154580695)	(154580616, 154580695)
ADAR	P2	chr1	-	CAGE, matched peaks	(154600421, 154600480)	(154600421, 154600480)
ADARB1	P1P2	chr21	+	CAGE, matched peaks	(46494466, 46494543)	(46493752, 46493757)
ADARB2	all	chr10	-	CAGE, robust peak	(1779710, 1779726)	(1779501, 1779506)
ADAT1	P1P2	chr16	-	CAGE, matched peaks	(75657147, 75657199)	(75657136, 75657145)
ADAT2	P1P2	chr6	-	CAGE, matched peaks	(143771799, 143771869)	(143771799, 143771869)
ADAT3	P1	chr19	+	CAGE, matched peaks	(1905365, 1905411)	(1905365, 1905411)
ADAT3	P2	chr19	+	CAGE, matched peaks	(1907961, 1907987)	(1907961, 1907987)
ADC	P1P2	chr1	+	CAGE, matched peaks	(33546746, 33546769)	(33546746, 33546769)
ADCK1	P1P2	chr14	+	CAGE, matched peaks	(78266436, 78266487)	(78266408, 78266424)
ADCK2	P1P2	chr7	+	CAGE, matched peaks	(140372703, 140372772)	(140372885, 140372932)
ADCK3	P1P2	chr1	+	CAGE, matched peaks	(227127981, 227128012)	(227128015, 227128032)
ADCK4	P1P2	chr19	-	CAGE, matched peaks	(41222775, 41222807)	(41222775, 41222807)
ADCK5	P1P2	chr8	+	CAGE, matched peaks	(145597713, 145597775)	(145596773, 145596778)
ADCY1	P1P2	chr7	+	CAGE, matched peaks	(45613958, 45614038)	(45614264, 45614317)
ADCY10	P1P2	chr1	-	CAGE, matched peaks	(167883353, 167883377)	(167883334, 167883352)
ADCY2	P1P2	chr5	+	CAGE, matched peaks	(7396141, 7396324)	(7396141, 7396324)
ADCY3	P1P2	chr2	-	CAGE, matched peaks	(25143048, 25143140)	(25143048, 25143140)
ADCY4	P1P2	chr14	-	CAGE, matched peaks	(24804269, 24804292)	(24804295, 24804306)
ADCY5	P1P2	chr3	-	CAGE, matched peaks	(123168551, 123168642)	(123168551, 123168642)
ADCY6	P1P2	chr12	-	CAGE, matched peaks	(49182783, 49182886)	(49182891, 49182895)
ADCY7	P1P2	chr16	+	CAGE, matched peaks	(50300440, 50300485)	(50300440, 50300485)
ADCY8	P1P2	chr8	-	CAGE, matched peaks	(132053091, 132053127)	(132053091, 132053127)
ADCY9	P1P2	chr16	-	CAGE, matched peaks	(4166405, 4166470)	(4166475, 4166552)
ADCYAP1	P1P2	chr18	+	CAGE, matched peaks	(904398, 904422)	(904938, 904986)
ADD1	P1P2	chr4	+	CAGE, matched peaks	(2845547, 2845654)	(2845655, 2845725)
ADD2	P1P2	chr2	-	CAGE, matched peaks	(70995307, 70995339)	(70995350, 70995375)
ADD3	P1P2	chr10	+	CAGE, matched peaks	(111767726, 111767752)	(111767980, 111767995)
ADH1A	P1P2	chr4	-	CAGE, matched peaks	(100212132, 100212148)	(100212132, 100212148)
ADH1B	P1P2	chr4	-	CAGE, matched peaks	(100242549, 100242564)	(100242534, 100242546)
ADH1C	P1P2	chr4	-	CAGE, matched peaks	(100273894, 100273908)	(100273911, 100273922)
ADH4	P1P2	chr4	-	CAGE, matched peaks	(100065440, 100065463)	(100065421, 100065434)
ADH5	P1P2	chr4	-	CAGE, matched peaks	(100009856, 100009898)	(100009856, 100009898)
ADH6	P1P2	chr4	-	CAGE, matched peaks	(100140393, 100140409)	(100140393, 100140409)
ADH7	P1P2	chr4	-	CAGE, matched peaks	(100356453, 100356521)	(100356551, 100356570)
ADHFE1	P1P2	chr8	+	CAGE, matched peaks	(67344710, 67344750)	(67344710, 67344750)
ADI1	P1P2	chr2	-	CAGE, matched peaks	(3523272, 3523313)	(3523318, 3523334)
ADIPOQ	P1P2	chr3	+	CAGE, matched peaks	(186560476, 186560505)	(186560462, 186560473)
ADIPOR1	P1P2	chr1	-	CAGE, matched peaks	(202927388, 202927448)	(202927458, 202927487)
ADIPOR2	P1P2	chr12	+	CAGE, matched peaks	(1800179, 1800250)	(1800179, 1800250)
ADIRF	P1P2	chr10	+	CAGE, matched peaks	(88728230, 88728245)	(88727975, 88728015)
ADK	P1	chr10	+	CAGE, matched peaks	(75936500, 75936537)	(75936500, 75936537)
ADK	P2	chr10	+	CAGE, matched peaks	(75910969, 75910989)	(75910969, 75910989)
ADM	P1P2	chr11	+	CAGE, matched peaks	(10326612, 10326630)	(10327206, 10327237)
ADM2	P1P2	chr22	+	CAGE, matched peaks	(50919944, 50919990)	(50919995, 50920015)
ADM5	P1P2	chr19	+	CAGE, matched peaks	(50191618, 50191639)	(50191618, 50191639)
ADNP	P1P2	chr20	-	CAGE, matched peaks	(49547910, 49547988)	(49547691, 49547724)
ADNP2	P1P2	chr18	+	CAGE, matched peaks	(77867139, 77867176)	(77867121, 77867138)
ADO	P1P2	chr10	+	CAGE, matched peaks	(64564589, 64564715)	(64564469, 64564535)
ADORA1	P1P2	chr1	+	CAGE, matched peaks	(203097407, 203097476)	(203096831, 203096864)
ADORA2A	P1P2	chr22	+	CAGE, matched peaks	(24819852, 24819917)	(24819591, 24819608)
ADORA2B	P1P2	chr17	+	CAGE, matched peaks	(15848544, 15848624)	(15848414, 15848452)
ADORA3	P1	chr1	-	CAGE, matched peaks	(112031415, 112031459)	(112031415, 112031459)
ADORA3	P2	chr1	-	CAGE, matched peaks	(112046289, 112046341)	(112046289, 112046341)
ADPRH	P1P2	chr3	+	CAGE, matched peaks	(119298575, 119298644)	(119298314, 119298392)
ADPRHL1	P1	chr13	-	CAGE, matched peaks	(114107795, 114107810)	(114107795, 114107810)
ADPRHL1	P2	chr13	-	CAGE, matched peaks	(114103443, 114103479)	(114103443, 114103479)
ADPRHL2	P1P2	chr1	+	CAGE, matched peaks	(36554470, 36554519)	(36554470, 36554519)
ADPRM	P1P2	chr17	+	CAGE, matched peaks	(10600894, 10600974)	(10600894, 10600974)
ADRA1A	P1P2	chr8	-	CAGE, matched peaks	(26724784, 26724800)	(26724808, 26724819)
ADRA1B	P1P2	chr5	+	CAGE, matched peaks	(159343481, 159343528)	(159343688, 159343754)
ADRA1D	P1P2	chr20	-	CAGE, matched peaks	(4229843, 4229952)	(4229240, 4229260)
ADRA2A	P1P2	chr10	+	CAGE, matched peaks	(112836779, 112836797)	(112836760, 112836771)
ADRA2B	P1P2	chr2	-	CAGE, matched peaks	(96782304, 96782315)	(96782304, 96782315)
ADRA2C	P1P2	chr4	+	CAGE, matched peaks	(3767633, 3767648)	(3768100, 3768123)
ADRB1	P1P2	chr10	+	CAGE, matched peaks	(115803618, 115803641)	(115803583, 115803609)
ADRB2	P1P2	chr5	+	CAGE, matched peaks	(148206163, 148206201)	(148206163, 148206201)
ADRB3	P1P2	chr8	-	CAGE, matched peaks	(37824101, 37824132)	(37823243, 37823261)
ADRBK1	P1P2	chr11	+	CAGE, matched peaks	(67033909, 67033950)	(67034140, 67034180)
ADRBK2	P1P2	chr22	+	CAGE, matched peaks	(25960595, 25960655)	(25960786, 25960854)
ADRM1	P1P2	chr20	+	CAGE, matched peaks	(60878005, 60878086)	(60877101, 60877143)
ADSL	P1P2	chr22	+	CAGE, matched peaks	(40742512, 40742543)	(40742497, 40742511)
ADSS	P1P2	chr1	-	CAGE, matched peaks	(244615199, 244615238)	(244615163, 244615196)
ADSSL1	P1P2	chr14	+	CAGE, matched peaks	(105190558, 105190573)	(105190530, 105190548)
ADTRP	P1P2	chr6	-	CAGE, matched peaks	(11779014, 11779065)	(11779014, 11779065)
AEBP1	P1P2	chr7	+	CAGE, matched peaks	(44143925, 44143970)	(44143978, 44143989)
AEBP2	P1P2	chr12	+	CAGE, matched peaks	(19592602, 19592648)	(19592405, 19592492)
AEN	P1P2	chr15	+	CAGE, matched peaks	(89164560, 89164599)	(89164520, 89164559)
AES	P1P2	chr19	-	CAGE, matched peaks	(3062465, 3062574)	(3062275, 3062375)
AFAP1	P1P2	chr4	-	CAGE, matched peaks	(7941518, 7941593)	(7941440, 7941455)
AFAP1L2	P1P2	chr10	-	CAGE, matched peaks	(116164244, 116164268)	(116164270, 116164290)
AFF1	P1P2	chr4	+	CAGE, matched peaks	(87856129, 87856186)	(87856191, 87856208)
AFF3	P1P2	chr2	-	CAGE, matched peaks	(100759010, 100759035)	(100759037, 100759058)
AFF4	P1P2	chr5	-	CAGE, matched peaks	(132299313, 132299334)	(132299290, 132299310)
AFG3L2	P1P2	chr18	-	CAGE, matched peaks	(12377199, 12377263)	(12377096, 12377120)
AFM	P1P2	chr4	+	CAGE, matched peaks	(74347454, 74347479)	(74347454, 74347479)
AFMID	P1P2	chr17	+	CAGE, matched peaks	(76183432, 76183451)	(76183408, 76183414)
AFP	P1	chr4	+	CAGE, matched peaks	(74301931, 74301947)	(74301931, 74301947)
AFP	P2	chr4	+	CAGE, matched peaks	(74316336, 74316348)	(74316336, 74316348)
AFTPH	P1P2	chr2	+	CAGE, matched peaks	(64751475, 64751556)	(64751433, 64751472)
AGA	P1P2	chr4	-	CAGE, matched peaks	(178363527, 178363572)	(178363581, 178363607)
AGAP1	P1P2	chr2	+	CAGE, matched peaks	(236402669, 236402788)	(236402669, 236402788)
AGAP11	P1P2	chr10	+	CAGE, matched peaks	(88730088, 88730132)	(88730492, 88730536)
AGAP2	P1P2	chr12	-	CAGE, matched peaks	(58135903, 58135974)	(58135903, 58135974)
AGAP3	P1P2	chr7	+	CAGE, matched peaks	(150783553, 150783570)	(150783553, 150783570)
AGAP4	all	chr10	-	Annotation	(46342920.0, 46342920.0)	(46342920.0, 46342920.0)
AGAP5	ENST00000374094.4	chr10	-	Annotation	(75457553.0, 75457553.0)	(75457553.0, 75457553.0)
AGAP5	ENST00000443782.2	chr10	-	Annotation	(75457638.0, 75457638.0)	(75457638.0, 75457638.0)
AGAP5	all	chr10	-	Annotation	(75457595.5, 75457595.5)	(75457595.5, 75457595.5)
AGAP6	P1P2	chr10	+	CAGE, matched peaks	(51748127, 51748128)	(51748127, 51748128)
AGBL1	ENST00000421325.2	chr15	+	Annotation	(86686952.0, 86686952.0)	(86686952.0, 86686952.0)
AGBL1	ENST00000441037.2	chr15	+	Annotation	(86685226.0, 86685226.0)	(86685226.0, 86685226.0)
AGBL2	P1P2	chr11	-	CAGE, matched peaks	(47736896, 47736957)	(47736850, 47736861)
AGBL3	P1P2	chr7	+	CAGE, matched peaks	(134671234, 134671324)	(134671368, 134671372)
AGBL4	P1P2	chr1	-	CAGE, matched peaks	(50489547, 50489616)	(50489619, 50489650)
AGBL5	P1	chr2	+	CAGE, matched peaks	(27274506, 27274543)	(27274506, 27274543)
AGBL5	P2	chr2	+	CAGE, matched peaks	(27275941, 27275943)	(27275941, 27275943)
AGFG1	P1P2	chr2	+	CAGE, matched peaks	(228336849, 228336904)	(228336849, 228336904)
AGFG2	P1P2	chr7	+	CAGE, matched peaks	(100136811, 100136879)	(100136791, 100136806)
AGGF1	P1P2	chr5	+	CAGE, matched peaks	(76326187, 76326300)	(76326304, 76326311)
AGK	P1P2	chr7	+	CAGE, matched peaks	(141251177, 141251240)	(141251177, 141251240)
AGL	P1P2	chr1	+	CAGE, matched peaks	(100315613, 100315691)	(100315902, 100315927)
AGMAT	P1P2	chr1	-	CAGE, matched peaks	(15911510, 15911579)	(15912061, 15912077)
AGMO	P1P2	chr7	-	CAGE, matched peaks	(15601595, 15601657)	(15601595, 15601657)
AGO1	P1P2	chr1	+	CAGE, matched peaks	(36348790, 36348822)	(36348826, 36348849)
AGO2	P1P2	chr8	-	CAGE, matched peaks	(141645693, 141645783)	(141646015, 141646033)
AGO3	P1P2	chr1	+	CAGE, matched peaks	(36396677, 36396749)	(36396791, 36396878)
AGO4	P1P2	chr1	+	CAGE, matched peaks	(36273576, 36273646)	(36273793, 36273818)
AGPAT1	P1	chr6	-	CAGE, matched peaks	(32143828, 32143921)	(32143828, 32143921)
AGPAT1	P2	chr6	-	CAGE, matched peaks	(32144838, 32144908)	(32144838, 32144908)
AGPAT2	P1P2	chr9	-	CAGE, matched peaks	(139581876, 139581935)	(139581848, 139581873)
AGPAT3	P1P2	chr21	+	CAGE, matched peaks	(45285082, 45285117)	(45284997, 45285039)
AGPAT4	P1P2	chr6	-	CAGE, matched peaks	(161695074, 161695112)	(161695042, 161695064)
AGPAT5	P1P2	chr8	+	CAGE, matched peaks	(6566147, 6566197)	(6565854, 6565942)
AGPAT6	P1P2	chr8	+	CAGE, matched peaks	(41435696, 41435734)	(41435743, 41435781)
AGPAT9	P1P2	chr4	+	CAGE, matched peaks	(84457414, 84457501)	(84457250, 84457268)
AGPS	P1P2	chr2	+	CAGE, matched peaks	(178257463, 178257523)	(178257463, 178257523)
AGR2	P1P2	chr7	-	CAGE, matched peaks	(16844611, 16844628)	(16844611, 16844628)
AGRN	P1P2	chr1	+	CAGE, matched peaks	(955448, 955508)	(955448, 955508)
AGT	P1P2	chr1	-	CAGE, matched peaks	(230849858, 230849875)	(230849858, 230849875)
AGTPBP1	P1P2	chr9	-	CAGE, matched peaks	(88356789, 88356903)	(88356760, 88356765)
AGTR1	P1P2	chr3	+	CAGE, matched peaks	(148415701, 148415724)	(148415628, 148415650)
AGTR2	P1P2	chrX	+	CAGE, matched peaks	(115301995, 115302005)	(115301995, 115302005)
AGTRAP	P1P2	chr1	+	CAGE, matched peaks	(11796177, 11796241)	(11796146, 11796160)
AGXT	P1P2	chr2	+	CAGE, matched peaks	(241808234, 241808257)	(241808165, 241808178)
AGXT2	P1P2	chr5	-	CAGE, matched peaks	(35048047, 35048059)	(35047976, 35047990)
AHCTF1	P1P2	chr1	-	CAGE, matched peaks	(247095194, 247095235)	(247095236, 247095283)
AHCY	P1P2	chr20	-	CAGE, matched peaks	(32891151, 32891168)	(32891151, 32891168)
AHCYL1	P1	chr1	+	CAGE, matched peaks	(110527378, 110527471)	(110527378, 110527471)
AHCYL1	P2	chr1	+	CAGE, matched peaks	(110546700, 110546758)	(110546700, 110546758)
AHCYL2	P1P2	chr7	+	CAGE, matched peaks	(128864848, 128864913)	(128864454, 128864488)
AHDC1	P1P2	chr1	-	CAGE, matched peaks	(27930644, 27930681)	(27930687, 27930710)
AHI1	P1P2	chr6	-	CAGE, matched peaks	(135818844, 135818921)	(135818764, 135818793)
AHNAK	P1	chr11	-	CAGE, matched peaks	(62314268, 62314285)	(62314268, 62314285)
AHNAK	P2	chr11	-	CAGE, matched peaks	(62313090, 62313169)	(62313090, 62313169)
AHNAK2	P1	chr14	-	CAGE, matched peaks	(105436809, 105436850)	(105436809, 105436850)
AHNAK2	P2	chr14	-	CAGE, matched peaks	(105444697, 105444718)	(105444697, 105444718)
AHR	P1P2	chr7	+	CAGE, matched peaks	(17338266, 17338282)	(17338239, 17338262)
AHRR	P1P2	chr5	+	CAGE, matched peaks	(321810, 321877)	(322733, 322758)
AHSA1	P1P2	chr14	+	CAGE, matched peaks	(77924394, 77924451)	(77924458, 77924475)
AHSA2	P1P2	chr2	+	CAGE, matched peaks	(61404545, 61404621)	(61404624, 61404666)
AHSG	P1P2	chr3	+	CAGE, matched peaks	(186330841, 186330863)	(186330841, 186330863)
AHSP	P1P2	chr16	+	CAGE, matched peaks	(31539197, 31539245)	(31539183, 31539194)
AICDA	P1P2	chr12	-	CAGE, matched peaks	(8765446, 8765468)	(8765396, 8765408)
AIDA	P1P2	chr1	-	CAGE, matched peaks	(222885791, 222885851)	(222886101, 222886135)
AIF1	P1P2	chr6	+	CAGE, matched peaks	(31582990, 31583096)	(31583787, 31583826)
AIF1L	P1P2	chr9	+	CAGE, matched peaks	(133971909, 133971927)	(133971890, 133971897)
AIFM1	P1P2	chrX	-	CAGE, matched peaks	(129299673, 129299753)	(129299808, 129299840)
AIFM2	P1P2	chr10	-	CAGE, matched peaks	(71892555, 71892616)	(71892621, 71892640)
AIFM3	P1	chr22	+	CAGE, matched peaks	(21321531, 21321556)	(21321531, 21321556)
AIFM3	P2	chr22	+	CAGE, matched peaks	(21319437, 21319465)	(21319437, 21319465)
AIG1	P1P2	chr6	+	CAGE, matched peaks	(143382002, 143382064)	(143381796, 143381858)
AIM1	P1P2	chr6	+	CAGE, matched peaks	(106960409, 106960456)	(106960409, 106960456)
AIM1L	P1	chr1	-	CAGE, matched peaks	(26680570, 26680632)	(26680570, 26680632)
AIM1L	P2	chr1	-	CAGE, matched peaks	(26662916, 26662951)	(26662916, 26662951)
AIM2	P1P2	chr1	-	CAGE, matched peaks	(159046532, 159046595)	(159046617, 159046630)
AIMP1	P1P2	chr4	+	CAGE, matched peaks	(107237688, 107237717)	(107237660, 107237685)
AIMP2	P1P2	chr7	+	CAGE, matched peaks	(6048856, 6048967)	(6048968, 6048987)
AIP	P1P2	chr11	+	CAGE, matched peaks	(67250490, 67250527)	(67250581, 67250627)
AIPL1	P1P2	chr17	-	CAGE, matched peaks	(6338428, 6338463)	(6338479, 6338490)
AIRE	P1P2	chr21	+	CAGE, matched peaks	(45705752, 45705767)	(45705733, 45705743)
AJUBA	P1P2	chr14	-	CAGE, matched peaks	(23451725, 23451742)	(23451753, 23451767)
AK1	P1P2	chr9	-	CAGE, matched peaks	(130639944, 130639961)	(130639970, 130639996)
AK2	P1P2	chr1	-	CAGE, matched peaks	(33502473, 33502500)	(33502473, 33502500)
AK3	P1P2	chr9	-	CAGE, matched peaks	(4741182, 4741211)	(4741217, 4741234)
AK4	P1P2	chr1	+	CAGE, matched peaks	(65613852, 65613892)	(65613217, 65613331)
AK5	P1P2	chr1	+	CAGE, matched peaks	(77747656, 77747766)	(77747848, 77747884)
AK7	P1P2	chr14	+	CAGE, matched peaks	(96858454, 96858492)	(96858433, 96858453)
AK8	P1P2	chr9	-	CAGE, matched peaks	(135753649, 135753688)	(135754375, 135754413)
AK9	P1P2	chr6	-	CAGE, matched peaks	(110012380, 110012410)	(110012364, 110012379)
AKAP1	P1P2	chr17	+	CAGE, matched peaks	(55162595, 55162624)	(55162631, 55162650)
AKAP10	P1P2	chr17	-	CAGE, matched peaks	(19881113, 19881156)	(19881113, 19881156)
AKAP11	P1P2	chr13	+	CAGE, matched peaks	(42846272, 42846334)	(42846149, 42846213)
AKAP12	P1	chr6	+	CAGE, matched peaks	(151561535, 151561551)	(151561535, 151561551)
AKAP12	P2	chr6	+	CAGE, matched peaks	(151646800, 151646817)	(151646800, 151646817)
AKAP13	P1P2	chr15	+	CAGE, matched peaks	(85923797, 85923844)	(85923797, 85923844)
AKAP14	P1P2	chrX	+	CAGE, matched peaks	(119030118, 119030179)	(119030118, 119030179)
AKAP17A	all	chrY	+	Annotation	(1660485.0, 1660485.0)	(1660485.0, 1660485.0)
AKAP2	P1P2	chr9	+	CAGE, matched peaks	(112810962, 112810985)	(112810987, 112811004)
AKAP3	P1	chr12	-	CAGE, matched peaks	(4758159, 4758232)	(4758159, 4758232)
AKAP3	P2	chr12	-	CAGE, matched peaks	(4754318, 4754331)	(4754318, 4754331)
AKAP4	P1P2	chrX	-	CAGE, matched peaks	(49965017, 49965030)	(49965639, 49965662)
AKAP5	P1P2	chr14	+	CAGE, matched peaks	(64932210, 64932226)	(64932186, 64932205)
AKAP6	P1P2	chr14	+	CAGE, matched peaks	(32798462, 32798539)	(32798462, 32798539)
AKAP7	P1P2	chr6	+	CAGE, matched peaks	(131456549, 131456644)	(131456549, 131456644)
AKAP8	P1P2	chr19	-	CAGE, matched peaks	(15490568, 15490606)	(15490613, 15490632)
AKAP8L	P1P2	chr19	-	CAGE, matched peaks	(15529790, 15529845)	(15529772, 15529786)
AKAP9	P1P2	chr7	+	CAGE, matched peaks	(91570165, 91570197)	(91570244, 91570266)
AKIP1	P1P2	chr11	+	CAGE, matched peaks	(8932715, 8932762)	(8932654, 8932682)
AKIRIN1	P1P2	chr1	+	CAGE, matched peaks	(39456911, 39456986)	(39457224, 39457243)
AKIRIN2	P1P2	chr6	-	CAGE, matched peaks	(88411939, 88412012)	(88411583, 88411636)
AKNA	P1	chr9	-	CAGE, matched peaks	(117150254, 117150271)	(117150254, 117150271)
AKNA	P2	chr9	-	CAGE, matched peaks	(117160738, 117160782)	(117160738, 117160782)
AKR1A1	P1P2	chr1	+	CAGE, matched peaks	(46016465, 46016544)	(46016703, 46016755)
AKR1B1	P1P2	chr7	-	CAGE, matched peaks	(134143841, 134143924)	(134143929, 134143941)
AKR1B10	P1P2	chr7	+	CAGE, matched peaks	(134212312, 134212329)	(134212296, 134212311)
AKR1B15	P1P2	chr7	+	CAGE, matched peaks	(134233840, 134233871)	(134233840, 134233871)
AKR1C1	P1P2	chr10	+	CAGE, matched peaks	(5005598, 5005621)	(5005571, 5005578)
AKR1C2	P1	chr10	-	CAGE, matched peaks	(5046042, 5046058)	(5046042, 5046058)
AKR1C2	P2	chr10	-	CAGE, matched peaks	(5060148, 5060171)	(5060148, 5060171)
AKR1C3	P1P2	chr10	+	CAGE, matched peaks	(5136595, 5136628)	(5136559, 5136591)
AKR1C4	P1P2	chr10	+	CAGE, matched peaks	(5238793, 5238807)	(5238793, 5238807)
AKR1D1	P1P2	chr7	+	CAGE, matched peaks	(137761199, 137761219)	(137761220, 137761251)
AKR1E2	P1P2	chr10	+	CAGE, matched peaks	(4868392, 4868424)	(4868362, 4868389)
AKR7A2	P1P2	chr1	-	CAGE, matched peaks	(19638566, 19638643)	(19638415, 19638441)
AKR7A3	P1P2	chr1	-	CAGE, matched peaks	(19615301, 19615317)	(19615569, 19615599)
AKT1	P1P2	chr14	-	CAGE, matched peaks	(105262055, 105262107)	(105262032, 105262054)
AKT1S1	P1P2	chr19	-	CAGE, matched peaks	(50379867, 50379920)	(50380541, 50380618)
AKT2	P1P2	chr19	-	CAGE, matched peaks	(40791211, 40791269)	(40791316, 40791359)
AKT3	P1P2	chr1	-	CAGE, matched peaks	(244013519, 244013624)	(244013384, 244013410)
AKTIP	P1P2	chr16	-	CAGE, matched peaks	(53537105, 53537156)	(53537233, 53537252)
ALAD	P1P2	chr9	-	CAGE, matched peaks	(116163529, 116163596)	(116163529, 116163596)
ALAS1	P1P2	chr3	+	CAGE, matched peaks	(52232168, 52232186)	(52232130, 52232155)
ALAS2	P1P2	chrX	-	CAGE, matched peaks	(55057403, 55057416)	(55057403, 55057416)
ALB	P1	chr4	+	CAGE, matched peaks	(74269997, 74270013)	(74269997, 74270013)
ALB	P2	chr4	+	CAGE, matched peaks	(74275073, 74275124)	(74275073, 74275124)
ALCAM	P1P2	chr3	+	CAGE, matched peaks	(105085734, 105085760)	(105085548, 105085584)
ALDH16A1	P1P2	chr19	+	CAGE, matched peaks	(49956476, 49956564)	(49956476, 49956564)
ALDH18A1	P1P2	chr10	-	CAGE, matched peaks	(97416400, 97416512)	(97416581, 97416605)
ALDH1A1	P1P2	chr9	-	CAGE, matched peaks	(75567962, 75567979)	(75567949, 75567960)
ALDH1A2	P1P2	chr15	-	CAGE, matched peaks	(58357901, 58357917)	(58357932, 58357943)
ALDH1A3	P1	chr15	+	CAGE, matched peaks	(101420028, 101420044)	(101420028, 101420044)
ALDH1A3	P2	chr15	+	CAGE, matched peaks	(101438349, 101438359)	(101438349, 101438359)
ALDH1B1	P1P2	chr9	+	CAGE, matched peaks	(38392691, 38392779)	(38392661, 38392678)
ALDH1L1	P1P2	chr3	-	CAGE, matched peaks	(125899414, 125899436)	(125899355, 125899406)
ALDH1L2	P1P2	chr12	-	CAGE, matched peaks	(105478218, 105478244)	(105478339, 105478361)
ALDH2	P1P2	chr12	+	CAGE, matched peaks	(112204714, 112204781)	(112204714, 112204781)
ALDH3A1	P1P2	chr17	-	CAGE, matched peaks	(19651598, 19651620)	(19651668, 19651682)
ALDH3A2	P1P2	chr17	+	CAGE, matched peaks	(19552057, 19552099)	(19552227, 19552278)
ALDH3B1	P1P2	chr11	+	CAGE, matched peaks	(67777751, 67777808)	(67777809, 67777829)
ALDH3B2	P1P2	chr11	-	CAGE, matched peaks	(67442079, 67442102)	(67442051, 67442072)
ALDH4A1	P1P2	chr1	-	CAGE, matched peaks	(19229014, 19229056)	(19229066, 19229084)
ALDH5A1	P1P2	chr6	+	CAGE, matched peaks	(24495185, 24495209)	(24495067, 24495096)
ALDH6A1	P1P2	chr14	-	CAGE, matched peaks	(74551096, 74551171)	(74551172, 74551183)
ALDH7A1	P1P2	chr5	-	CAGE, matched peaks	(125930877, 125930919)	(125930929, 125930940)
ALDH8A1	P1P2	chr6	-	CAGE, matched peaks	(135271219, 135271257)	(135271201, 135271212)
ALDH9A1	P1P2	chr1	-	CAGE, matched peaks	(165667789, 165667808)	(165667812, 165667841)
ALDOA	P1P2	chr16	+	CAGE, matched peaks	(30077074, 30077091)	(30077100, 30077149)
ALDOB	P1	chr9	-	CAGE, matched peaks	(104198042, 104198062)	(104198042, 104198062)
ALDOB	P2	chr9	-	CAGE, matched peaks	(104187850, 104187863)	(104187850, 104187863)
ALDOC	P1P2	chr17	-	CAGE, matched peaks	(26903900, 26903933)	(26903863, 26903893)
ALG1	P1P2	chr16	+	CAGE, matched peaks	(5121814, 5121855)	(5121814, 5121855)
ALG10	P1P2	chr12	+	CAGE, matched peaks	(34175398, 34175438)	(34175338, 34175369)
ALG10B	P1P2	chr12	+	CAGE, matched peaks	(38710555, 38710598)	(38710507, 38710531)
ALG11	P1P2	chr13	+	CAGE, matched peaks	(52586517, 52586559)	(52586517, 52586559)
ALG12	P1P2	chr22	-	CAGE, matched peaks	(50312052, 50312121)	(50311935, 50311997)
ALG13	P1P2	chrX	+	CAGE, matched peaks	(110924390, 110924467)	(110924483, 110924500)
ALG14	P1P2	chr1	-	CAGE, matched peaks	(95538436, 95538487)	(95538492, 95538525)
ALG1L	all	chr3	-	Annotation	(125655881.0, 125655881.0)	(125655881.0, 125655881.0)
ALG2	P1P2	chr9	-	CAGE, matched peaks	(101984184, 101984237)	(101984253, 101984274)
